supplier_reliability,demand_level,transport_delay,weather_impact,inventory_level,risk_score,risk_level
98.38,43.97,2.9,0.78,69.55,31.07,0
57.74,46.31,3.23,0.33,50.54,41.85,1
45.16,63.56,8.47,2.04,47.25,52.18,2
65.61,81.92,5.69,0.09,33.78,55.37,2
67.6,39.11,0.83,0.95,47.98,26.13,0
79.96,30.02,1.28,3.3,54.39,30.16,0
86.54,25.16,1.68,0.7,66.89,20.83,0
86.56,81.86,0.66,5.36,59.26,42.47,1
33.75,29.24,1.7,6.24,52.7,59.52,2
57.62,49.45,6.52,3.38,41.77,53.89,2
45.31,30.45,1.38,8.79,67.98,56.51,2
89.74,21.03,9.02,1.51,50.04,35.59,0
55.09,44.15,3.17,1.68,67.08,40.69,1
87.51,31.24,1.95,3.62,21.73,34.75,0
91.11,36.17,2.66,1.36,66.73,19.88,0
51.37,90.12,6.18,1.04,74.94,53.25,2
65.19,58.5,3.64,1.91,72.39,35.98,0
70.57,68.63,0.04,2.14,56.07,47.16,1
88.46,66.49,12.78,2.78,78.31,43.66,1
49.34,47.98,0.34,2.21,34.54,58.0,2
88.23,41.21,13.95,2.74,58.22,51.48,2
64.95,54.98,0.14,2.25,56.13,39.21,1
77.11,53.37,7.37,1.31,80.73,35.69,0
95.08,38.62,3.83,0.29,19.59,36.96,0
76.44,52.6,3.52,3.08,38.84,44.41,1
59.04,35.87,0.38,0.06,94.95,24.49,0
74.56,46.57,1.36,9.79,11.39,67.72,2
72.4,43.29,7.52,3.53,76.29,47.28,1
69.7,24.62,11.09,2.22,45.99,54.44,2
84.38,2.98,3.77,6.8,65.09,37.75,1
80.86,31.22,2.18,1.9,88.28,19.14,0
79.29,86.08,0.31,0.12,65.86,24.92,0
51.58,43.81,5.73,1.64,88.69,41.49,1
93.23,65.52,1.63,0.65,50.15,33.58,0
74.26,7.51,0.28,0.92,52.8,31.4,0
85.5,29.83,5.48,1.23,75.74,27.38,0
52.38,22.91,3.32,2.98,51.21,44.08,1
94.6,45.95,0.06,1.4,71.95,26.19,0
68.45,98.44,0.59,1.29,83.68,44.01,1
90.21,59.2,6.01,0.72,77.37,37.29,0
75.9,83.91,0.33,1.55,28.42,42.81,1
53.1,44.91,10.05,0.57,53.17,46.28,1
85.81,77.3,1.86,0.6,65.64,33.36,0
46.89,91.47,0.46,2.83,55.12,44.68,1
75.14,47.81,7.13,0.84,61.59,39.69,1
89.37,39.21,3.72,0.11,65.9,22.35,0
47.1,23.64,1.83,0.84,49.47,38.35,1
62.97,43.82,2.61,2.04,56.13,38.51,1
94.41,51.64,0.11,3.36,36.38,30.8,0
68.23,90.62,5.43,6.54,50.44,73.15,2
84.71,24.1,2.28,2.74,29.47,35.4,0
85.86,51.19,6.26,1.12,62.33,41.08,1
93.77,13.71,4.95,0.71,56.14,24.18,0
75.46,41.46,5.27,0.28,41.68,40.31,1
77.4,56.23,7.87,1.98,95.71,31.64,0
55.27,60.25,4.99,1.43,55.09,54.9,2
89.38,61.78,2.71,2.26,65.73,39.61,1
87.89,57.95,2.47,0.54,47.23,33.64,0
70.06,61.61,0.64,0.78,51.71,38.39,1
86.69,50.91,7.56,0.69,66.49,41.5,1
91.38,29.04,7.16,3.2,53.35,36.04,0
76.57,12.97,1.41,0.38,60.07,13.4,0
79.22,39.07,9.93,1.88,76.14,38.59,1
69.22,47.31,4.45,0.11,49.64,38.83,1
77.86,75.08,3.26,1.59,33.36,47.45,2
39.97,47.99,0.09,0.13,29.47,51.16,2
73.93,46.07,2.41,0.39,88.77,21.37,0
35.4,57.71,5.12,0.24,78.62,42.19,1
64.77,44.6,0.47,0.85,73.12,24.64,0
95.92,66.21,3.08,0.84,51.28,36.39,0
67.56,89.59,25.13,3.5,33.34,84.28,2
82.94,93.82,6.3,0.51,54.35,52.15,2
68.54,51.94,3.96,0.18,58.13,32.52,0
84.51,56.74,3.81,1.85,37.37,37.83,1
83.3,81.58,0.22,2.33,30.61,54.29,2
85.36,47.0,15.77,0.7,25.39,62.63,2
36.69,63.58,13.17,1.85,73.15,65.22,2
65.8,27.3,5.73,2.99,35.89,39.43,1
86.47,43.78,0.52,0.85,66.19,34.76,0
50.94,73.12,1.16,1.49,52.04,47.08,1
69.42,35.64,1.02,0.32,71.79,27.28,0
49.43,47.44,3.67,0.05,66.72,43.87,1
85.43,18.52,1.16,7.97,55.36,29.78,0
67.78,90.12,5.95,0.71,62.61,47.18,1
14.84,75.26,3.94,0.65,57.79,60.01,2
87.37,53.76,0.09,7.24,47.69,46.58,1
93.1,60.15,6.81,2.61,79.6,31.4,0
61.6,57.92,1.05,1.76,51.54,43.29,1
80.0,77.69,8.71,2.4,58.26,53.01,2
56.65,39.62,2.19,2.48,31.7,54.39,2
61.64,64.65,2.07,2.88,65.48,49.88,2
82.55,71.55,0.06,0.14,47.79,32.65,0
60.69,74.31,22.0,1.06,50.46,74.96,2
78.36,4.81,4.73,0.7,43.21,32.98,0
57.86,38.01,2.75,0.15,57.52,36.55,0
89.9,29.62,0.51,1.06,19.87,23.03,0
84.25,52.99,6.01,1.92,73.65,47.51,2
91.08,9.68,1.66,0.39,59.23,11.78,0
86.09,9.09,22.23,0.73,50.65,63.88,2
71.23,93.4,15.03,2.04,29.04,75.96,2
79.04,62.35,6.65,1.73,68.66,39.27,1
54.41,52.42,17.71,4.06,47.31,62.21,2
81.34,57.27,0.56,3.13,86.12,35.25,0
75.97,52.93,1.64,6.74,69.73,38.06,1
61.96,69.95,1.46,1.82,90.69,39.28,1
26.63,37.35,0.37,2.4,62.74,55.03,2
90.94,53.73,17.92,3.94,81.56,50.88,2
89.94,54.55,0.31,3.67,69.26,36.12,0
93.77,29.06,9.71,2.54,50.98,35.79,0
60.21,75.54,7.31,1.39,63.74,58.17,2
74.54,41.09,2.36,0.64,43.32,34.71,0
86.4,70.35,0.09,4.19,100.0,32.2,0
88.63,52.3,0.03,3.0,57.98,38.47,1
32.78,82.67,1.14,3.64,60.52,62.66,2
88.17,29.17,3.4,0.3,67.8,19.13,0
76.91,28.3,3.06,0.76,38.26,41.77,1
81.14,31.89,4.4,1.11,86.43,18.03,0
56.92,52.67,7.39,3.64,39.49,59.77,2
93.32,80.83,2.37,4.47,34.97,45.83,1
66.86,81.86,0.87,0.67,56.67,34.63,0
76.93,3.8,8.05,2.32,34.41,33.19,0
66.28,54.99,2.02,0.16,91.24,28.81,0
73.04,0.0,1.69,1.05,55.39,23.93,0
92.62,65.9,7.23,1.33,0.0,58.16,2
75.94,72.36,13.6,2.9,64.0,67.54,2
77.17,49.2,12.32,4.45,71.07,55.93,2
55.03,51.68,0.74,0.82,51.57,37.05,0
91.0,51.47,3.5,1.5,32.88,43.19,1
79.34,34.31,0.49,2.09,57.93,26.06,0
60.94,58.63,16.22,0.8,50.37,54.65,2
68.03,45.37,1.21,8.47,40.49,60.53,2
81.76,68.61,1.1,4.17,38.72,53.58,2
87.34,47.73,10.99,0.7,63.12,37.23,0
87.7,32.78,17.19,1.42,78.06,55.4,2
55.73,19.28,5.98,0.52,69.23,37.45,0
72.17,12.72,0.64,1.45,25.44,33.19,0
81.03,76.25,3.33,2.3,72.31,38.45,1
58.97,40.84,8.48,0.18,75.45,45.68,1
86.7,56.77,4.25,4.08,87.87,29.57,0
92.82,85.66,0.71,1.8,41.0,39.24,1
63.99,38.74,0.94,9.13,58.87,49.3,2
58.16,37.45,9.98,0.05,71.35,36.2,0
76.9,47.36,3.74,3.56,49.45,47.71,2
71.76,50.59,6.12,3.14,71.04,45.64,1
58.69,87.75,2.33,0.29,59.52,50.66,2
66.73,81.32,3.8,0.82,43.07,48.05,2
69.08,62.42,18.88,4.32,44.78,79.98,2
51.23,78.99,2.0,1.46,84.99,44.42,1
74.73,46.44,5.62,1.03,40.07,39.8,1
64.22,55.98,0.95,4.72,36.64,47.42,2
64.02,43.97,0.65,0.2,66.89,19.96,0
52.47,24.19,7.65,1.28,59.39,48.94,2
50.02,74.08,9.29,2.11,33.77,71.24,2
72.48,60.63,5.52,1.88,49.61,61.09,2
92.87,50.36,0.86,0.61,43.66,27.15,0
26.6,49.95,1.38,1.66,47.17,47.95,2
71.29,19.88,12.11,2.47,100.0,29.4,0
72.25,30.45,1.7,1.76,53.95,36.9,0
75.22,56.72,8.54,2.31,42.37,55.37,2
59.78,39.42,1.68,0.59,100.0,33.68,0
68.48,45.65,14.02,3.58,77.77,50.71,2
80.49,47.91,12.29,1.19,74.5,47.94,2
85.61,36.35,0.22,8.72,43.34,44.26,1
66.29,30.64,7.36,0.05,83.83,38.88,1
84.64,17.75,0.93,0.96,76.33,20.25,0
80.94,47.07,1.21,0.4,62.94,19.93,0
79.66,62.37,3.08,1.62,25.67,44.58,1
64.33,17.13,4.29,0.56,59.6,21.16,0
50.69,49.52,1.97,2.67,94.6,32.08,0
87.71,55.62,4.28,4.27,64.41,36.3,0
53.11,30.21,0.94,0.47,52.47,30.51,0
77.84,78.44,0.11,0.35,55.43,34.9,0
88.63,42.29,4.23,4.16,56.81,40.2,1
67.42,47.97,3.64,0.9,44.01,41.24,1
90.42,46.77,5.85,1.14,59.18,34.24,0
62.89,14.58,5.25,0.5,88.85,27.79,0
80.03,70.18,11.39,1.11,86.59,39.82,1
61.58,30.89,3.08,0.53,44.91,36.56,0
80.28,45.27,0.04,2.19,85.52,32.85,0
54.59,61.95,4.98,1.38,75.22,44.16,1
78.21,79.22,5.62,3.1,72.67,50.47,2
64.91,28.4,3.69,0.75,68.64,33.31,0
79.92,41.07,5.84,1.41,41.39,44.61,1
57.73,77.65,1.95,0.6,51.89,47.59,2
84.86,59.27,0.81,5.45,76.66,43.09,1
56.83,63.42,5.46,1.48,35.86,56.05,2
67.15,28.98,1.41,0.38,39.18,35.61,0
65.2,42.42,3.05,0.64,66.12,36.19,0
82.79,46.64,3.38,0.17,44.21,28.45,0
71.64,32.84,3.24,0.06,76.48,20.57,0
86.59,16.51,4.56,1.49,44.92,27.98,0
77.01,39.79,0.15,0.82,64.89,33.91,0
82.6,77.09,22.87,6.64,66.56,81.21,2
55.74,51.18,6.3,0.38,50.36,47.94,2
85.15,77.49,2.77,3.16,55.21,35.0,0
67.24,53.58,1.06,0.76,46.4,38.4,1
56.5,34.71,0.42,0.51,59.63,32.12,0
40.14,75.55,5.58,6.99,40.77,61.16,2
75.11,54.25,1.91,3.24,55.53,42.35,1
84.23,69.24,1.3,1.99,74.97,25.73,0
67.36,28.63,2.39,2.39,37.26,35.43,0
87.54,70.78,4.49,9.51,50.26,66.86,2
75.47,71.38,5.57,1.8,70.37,44.77,1
37.03,55.8,5.18,0.21,18.45,55.22,2
73.47,33.86,9.95,0.13,97.11,29.59,0
38.0,49.08,1.23,2.2,80.91,39.94,1
60.26,62.23,5.06,2.14,29.23,55.39,2
98.18,54.69,0.53,2.76,17.92,32.33,0
85.9,62.02,3.97,0.23,60.59,39.77,1
45.75,70.24,4.38,5.8,37.6,61.65,2
85.16,37.03,1.22,1.6,79.23,15.06,0
56.21,26.9,2.49,2.1,67.88,40.21,1
88.96,49.25,8.78,0.07,62.47,34.29,0
84.08,43.41,0.8,6.49,48.59,43.68,1
71.62,65.72,2.85,1.65,92.0,38.23,1
92.5,28.51,13.5,1.66,75.07,35.15,0
72.05,70.41,3.51,5.75,72.06,51.89,2
68.05,77.07,6.46,5.3,84.0,58.23,2
75.14,50.01,8.77,0.5,39.62,54.65,2
81.17,51.21,1.14,5.35,85.69,33.84,0
82.99,34.65,1.23,2.67,54.71,29.03,0
64.11,39.15,7.11,0.04,66.69,40.79,1
54.06,41.83,7.0,0.55,56.87,45.78,1
93.98,78.86,0.31,1.07,22.44,39.47,1
86.62,48.56,1.95,1.75,79.15,35.58,0
76.62,23.56,2.54,2.42,23.51,29.64,0
55.53,55.11,8.83,0.47,40.67,46.3,1
75.57,66.53,2.74,3.62,50.94,38.59,1
69.85,49.49,13.01,3.74,20.93,72.11,2
77.2,79.38,28.43,2.02,37.99,89.35,2
70.71,65.55,7.59,5.08,64.9,49.42,2
77.97,29.02,5.49,3.35,53.07,39.25,1
75.02,38.97,2.49,0.5,54.72,31.14,0
73.2,54.52,0.35,3.21,41.7,30.82,0
71.38,16.68,4.26,6.12,60.92,43.21,1
74.9,56.73,2.24,0.3,53.5,29.23,0
63.23,14.77,2.16,7.7,27.18,55.31,2
91.05,70.47,5.82,0.05,55.98,32.23,0
82.67,68.15,3.11,1.48,35.16,44.66,1
73.89,60.1,6.97,2.97,77.95,51.63,2
86.66,36.48,2.54,3.13,52.17,39.18,1
80.9,53.4,0.82,2.65,100.0,29.48,0
68.68,39.73,3.09,1.51,79.34,31.46,0
69.78,29.38,15.08,2.11,57.39,45.32,1
73.0,43.23,8.09,2.41,71.59,40.54,1
90.03,63.97,1.15,1.36,18.2,39.35,1
71.73,50.88,2.48,1.81,79.25,32.11,0
81.08,79.01,13.14,3.75,43.59,58.12,2
69.83,65.32,0.66,0.75,61.79,38.06,1
67.62,63.17,1.46,1.48,45.45,36.41,0
63.22,17.82,1.52,0.02,47.57,36.03,0
55.89,44.3,4.23,2.33,56.38,45.93,1
74.93,28.71,2.64,0.43,61.54,32.34,0
77.93,46.34,0.42,1.31,59.46,35.01,0
64.65,36.13,4.96,0.47,59.96,46.66,1
86.22,42.45,0.52,0.05,27.49,31.06,0
64.88,71.22,4.66,1.32,100.0,36.68,0
83.61,59.5,3.54,1.11,64.64,33.08,0
62.81,70.14,3.4,1.11,68.75,50.3,2
68.12,17.99,0.35,0.47,53.2,18.51,0
90.23,51.16,5.1,5.88,42.52,45.18,1
65.82,69.33,2.82,0.01,63.02,40.42,1
65.04,80.13,2.65,4.44,65.79,51.68,2
62.7,19.04,4.54,2.67,86.04,37.06,0
59.18,42.97,4.66,0.38,100.0,24.23,0
72.37,70.68,0.08,1.28,89.54,31.03,0
51.36,46.15,0.67,8.99,24.67,63.75,2
66.99,31.79,1.35,2.06,50.79,29.52,0
78.82,19.0,5.67,0.27,66.72,31.33,0
69.41,31.03,4.3,1.22,51.99,35.58,0
67.11,16.22,7.09,1.26,59.12,35.21,0
77.65,51.17,6.75,3.24,17.1,50.18,2
92.53,67.93,9.59,4.96,78.28,48.5,2
86.9,24.78,2.36,0.17,22.49,24.5,0
53.06,55.15,2.12,0.75,28.55,51.54,2
82.69,66.91,8.89,0.71,39.71,54.25,2
54.97,49.95,1.36,10.0,58.05,69.82,2
87.15,17.79,3.09,1.64,27.55,33.7,0
94.81,57.72,1.08,4.24,38.79,38.75,1
79.83,48.91,12.26,1.11,82.98,40.5,1
75.56,46.87,2.62,2.57,57.75,40.29,1
70.71,39.06,1.19,0.68,68.67,29.3,0
80.1,51.74,5.89,4.86,35.28,51.95,2
94.69,60.2,1.4,1.21,58.92,28.69,0
70.61,97.81,14.37,3.26,57.28,77.36,2
48.1,52.25,2.29,0.59,44.09,42.57,1
72.22,80.22,5.46,2.37,58.98,57.44,2
75.49,57.16,2.12,1.04,22.16,43.89,1
97.37,48.01,8.23,0.06,68.77,29.71,0
78.51,52.97,11.36,1.07,52.01,45.07,1
84.18,25.57,7.75,1.6,54.86,35.02,0
94.44,56.12,9.44,0.33,77.04,37.78,1
71.56,10.16,0.54,0.41,68.64,17.28,0
70.75,32.75,12.89,1.25,53.63,52.95,2
70.74,52.2,4.89,0.84,37.67,41.6,1
59.03,73.88,10.17,1.16,86.57,50.98,2
91.53,78.61,5.77,1.24,33.2,40.86,1
62.07,45.27,1.13,0.3,72.59,33.42,0
64.29,53.11,4.7,0.4,28.05,45.1,1
83.64,69.69,0.48,3.77,78.36,44.69,1
41.78,23.41,5.95,0.36,80.21,40.61,1
72.77,58.09,2.63,2.19,21.75,48.19,2
78.24,33.44,0.82,1.08,68.99,31.16,0
85.36,46.56,19.37,6.9,67.33,70.9,2
92.53,40.82,11.57,0.14,74.06,40.37,1
25.63,58.71,11.2,3.55,67.3,64.89,2
60.29,61.01,7.78,1.35,40.75,56.36,2
81.84,67.82,5.89,0.01,55.66,42.64,1
66.51,56.96,5.32,0.61,93.29,27.42,0
70.94,53.43,0.56,1.05,37.84,45.5,1
75.3,87.08,11.54,0.75,66.46,49.29,2
67.27,19.51,10.65,0.9,83.03,29.82,0
35.77,83.91,6.89,4.97,40.18,60.72,2
85.68,44.2,13.11,0.9,31.66,53.28,2
54.94,61.42,4.03,1.09,34.68,42.48,1
46.65,43.49,2.97,2.86,67.9,42.32,1
88.08,35.95,17.2,3.16,34.51,63.55,2
74.71,59.69,3.12,0.18,57.29,37.13,0
93.1,70.84,5.13,2.44,87.43,32.96,0
91.37,59.46,2.33,1.32,58.97,24.5,0
66.3,39.16,5.06,0.29,44.44,38.78,1
86.67,100.0,6.37,0.61,62.51,51.86,2
85.74,73.97,4.9,0.09,58.63,42.13,1
40.34,68.67,3.61,0.89,69.05,57.84,2
65.87,42.94,1.78,0.59,92.38,23.38,0
92.65,37.5,5.16,0.96,67.94,21.56,0
88.15,44.4,11.95,1.74,100.0,38.48,1
90.3,71.63,0.03,2.64,69.11,34.69,0
73.56,30.19,0.72,1.86,44.65,32.25,0
84.39,28.64,0.64,2.27,100.0,14.74,0
86.57,60.79,12.83,4.01,57.5,43.75,1
77.2,56.38,5.43,4.14,38.9,46.63,1
73.57,34.59,15.16,3.94,100.0,51.96,2
76.44,28.18,4.37,0.33,45.34,33.85,0
91.53,78.76,3.1,0.58,44.55,44.24,1
93.58,57.14,7.86,1.4,48.97,43.42,1
67.32,22.73,0.88,0.89,63.29,30.05,0
74.27,24.13,2.4,0.28,78.62,26.16,0
73.75,42.77,3.14,0.68,7.02,43.67,1
83.5,64.66,1.77,7.41,78.53,46.74,1
68.98,61.9,2.32,0.85,48.91,26.07,0
59.46,72.63,0.41,1.09,51.74,40.01,1
76.62,20.19,1.1,0.01,94.3,11.82,0
85.9,54.48,2.04,2.54,64.27,33.87,0
54.45,78.52,7.95,1.07,68.95,49.44,2
45.85,76.66,1.01,0.22,59.03,50.35,2
78.19,57.18,2.13,6.92,75.27,41.87,1
89.35,96.96,0.34,3.01,92.36,42.49,1
84.68,62.19,4.07,2.59,10.5,45.82,1
65.39,70.85,4.72,6.33,81.69,51.66,2
83.25,50.89,10.03,1.05,90.94,33.82,0
47.09,34.38,8.55,2.54,70.02,47.14,1
85.99,32.5,1.68,0.46,46.45,32.61,0
48.88,53.63,0.74,2.39,36.95,46.8,1
36.87,45.77,0.85,0.03,100.0,30.22,0
43.68,14.63,17.36,0.27,41.9,55.18,2
90.52,29.48,5.59,1.11,90.35,22.0,0
94.39,43.63,0.22,0.02,67.81,20.5,0
91.38,64.55,0.74,1.24,100.0,21.85,0
93.49,49.68,3.33,1.48,53.63,31.58,0
38.32,48.56,1.16,1.94,27.85,56.76,2
87.98,30.26,8.14,0.21,60.04,33.27,0
72.48,50.46,4.26,0.4,30.27,36.45,0
67.87,76.38,4.74,1.9,100.0,40.17,1
72.33,53.11,3.11,2.15,72.59,34.4,0
88.44,19.85,1.48,0.05,75.56,18.27,0
60.46,24.97,4.45,1.55,75.58,34.07,0
96.81,61.78,6.31,3.07,46.13,49.98,2
61.63,45.51,2.32,0.14,57.36,31.55,0
83.74,48.51,3.52,1.07,62.21,31.54,0
68.26,37.75,9.15,0.79,98.88,29.57,0
94.67,60.07,0.8,4.9,36.86,42.49,1
78.24,43.98,3.94,0.41,45.43,27.69,0
53.15,46.27,2.14,0.77,52.74,41.81,1
74.77,32.98,6.07,4.57,46.53,46.76,1
65.21,68.43,0.09,0.8,30.82,44.31,1
74.12,45.58,5.55,1.52,5.91,54.03,2
80.05,62.16,0.54,0.07,23.46,38.94,1
65.51,26.13,0.33,8.39,81.98,35.57,0
37.0,84.68,6.45,3.49,59.84,63.71,2
71.13,75.55,5.11,2.01,76.71,44.51,1
61.79,11.8,11.27,0.13,48.35,40.31,1
43.36,33.96,3.67,0.16,58.03,38.74,1
73.35,59.55,3.78,1.57,92.26,42.14,1
92.24,23.61,6.14,0.67,91.05,21.41,0
75.8,47.37,1.95,1.95,78.84,33.05,0
70.62,58.53,0.19,1.82,64.05,25.43,0
81.29,46.31,1.31,3.65,70.36,37.93,1
79.16,60.78,1.36,0.66,67.41,45.91,1
72.89,36.13,2.04,1.72,56.66,39.94,1
73.1,5.12,14.36,3.0,51.91,45.82,1
50.89,69.64,8.17,1.35,82.45,62.69,2
85.5,69.52,13.74,3.55,34.09,64.54,2
78.87,100.0,30.0,0.28,89.75,80.63,2
35.74,5.86,2.84,2.65,54.49,39.39,1
90.67,65.02,1.29,5.73,33.72,47.1,1
90.5,10.63,4.1,0.81,49.09,12.62,0
74.36,85.13,10.65,0.91,42.51,62.66,2
90.33,59.76,3.13,0.17,48.49,31.8,0
63.07,30.96,3.52,2.05,48.12,38.66,1
40.13,65.6,0.72,1.61,47.33,51.37,2
91.74,38.94,2.73,0.08,53.84,23.67,0
88.71,56.01,2.45,2.79,58.7,37.61,0
57.36,54.12,2.17,3.54,75.28,49.37,2
69.21,84.88,10.92,4.75,55.1,69.72,2
84.11,86.3,0.31,1.58,66.52,36.67,0
69.13,38.05,17.9,1.21,60.15,55.99,2
74.11,71.16,0.04,4.18,70.81,42.9,1
82.36,57.1,14.56,1.02,60.93,47.6,2
84.67,21.75,3.97,2.13,47.06,32.95,0
83.33,36.08,6.06,1.91,41.64,42.98,1
94.09,96.72,1.04,0.93,64.2,37.43,0
86.53,57.16,5.31,0.18,85.47,27.54,0
83.93,70.0,10.68,0.04,55.42,45.94,1
75.33,45.76,0.75,1.12,45.98,36.83,0
93.56,39.2,0.68,1.31,54.88,19.56,0
80.47,50.55,1.81,3.46,48.77,36.03,0
83.87,44.68,0.88,1.07,46.66,22.64,0
69.3,20.13,0.59,0.66,31.13,30.72,0
80.05,29.93,5.67,1.24,55.11,38.36,1
85.59,64.16,1.2,0.54,64.72,37.24,0
82.5,42.39,5.5,0.19,38.36,44.64,1
42.46,50.51,9.9,0.24,42.43,53.4,2
76.2,54.7,5.28,0.77,41.04,43.7,1
75.22,56.26,0.64,0.03,32.27,34.05,0
58.02,72.93,4.26,0.5,40.89,58.52,2
80.16,28.03,2.5,3.1,56.04,39.76,1
92.85,61.41,2.1,0.53,33.16,36.2,0
59.49,65.1,1.92,0.23,57.25,37.34,0
90.92,69.72,13.26,5.96,45.93,48.5,2
82.47,21.74,6.78,1.95,41.42,30.29,0
91.08,55.1,0.72,0.12,67.54,15.07,0
51.19,84.32,3.23,0.13,47.2,44.22,1
72.66,48.02,1.92,1.89,50.6,47.09,1
75.91,59.67,19.07,1.55,85.96,50.97,2
93.32,65.61,19.09,0.14,41.6,53.77,2
89.88,29.49,1.92,0.51,91.32,11.7,0
66.81,86.68,2.17,5.29,53.04,70.49,2
71.56,59.99,4.57,1.7,37.28,46.86,1
81.84,60.39,3.26,1.16,48.92,43.53,1
79.67,16.76,1.2,0.58,61.38,22.13,0
68.06,65.89,5.4,0.29,85.09,27.93,0
71.34,60.13,2.03,1.03,75.98,41.72,1
82.1,82.48,5.3,5.11,61.28,56.47,2
74.57,43.77,2.42,0.1,85.2,24.8,0
68.19,30.25,6.02,9.42,22.38,74.0,2
68.56,36.36,5.51,0.47,64.99,33.22,0
60.16,39.9,3.55,1.05,66.2,35.92,0
68.09,27.62,6.1,0.09,66.44,30.85,0
63.42,75.8,3.09,1.76,27.8,58.78,2
74.05,76.55,0.62,1.32,39.66,47.29,2
54.66,46.08,1.01,2.2,56.67,42.18,1
92.01,42.14,1.41,1.56,82.3,17.25,0
52.8,13.69,0.33,1.02,98.31,19.1,0
75.28,63.92,6.21,2.68,46.71,44.81,1
83.95,83.07,2.29,0.05,33.8,48.18,2
79.95,37.26,0.49,1.56,76.32,16.82,0
57.21,47.66,8.57,0.24,100.0,46.19,1
67.61,58.69,5.75,1.15,82.14,45.9,1
45.23,84.49,3.01,3.13,45.03,56.3,2
64.87,54.0,1.42,0.31,100.0,24.86,0
74.05,53.91,0.82,5.49,73.74,37.92,1
71.04,53.59,3.07,4.39,44.18,50.97,2
69.46,21.5,10.82,1.07,98.69,40.78,1
81.92,21.06,1.04,0.01,42.6,29.69,0
55.01,33.84,4.2,3.12,47.58,44.38,1
81.25,70.26,16.31,4.26,74.53,69.66,2
38.97,43.29,5.07,0.38,59.5,51.65,2
89.21,39.41,2.9,4.96,60.74,36.74,0
57.91,39.06,6.3,4.91,60.77,51.91,2
97.01,47.25,8.7,1.27,82.29,40.2,1
81.06,84.04,4.46,3.2,13.51,63.98,2
74.61,46.98,10.27,1.18,65.69,50.7,2
77.32,34.27,3.61,1.66,54.2,47.03,1
76.93,50.5,8.86,0.77,44.95,48.51,2
65.0,85.1,15.18,0.35,44.9,68.07,2
46.61,39.94,3.48,2.75,7.26,63.42,2
74.46,26.38,4.64,0.0,44.03,42.36,1
79.8,39.98,4.7,1.73,85.81,27.22,0
48.79,52.58,7.6,4.0,76.64,53.58,2
79.76,63.76,8.66,0.5,56.17,39.92,1
84.19,70.14,0.14,0.81,31.77,39.87,1
75.79,29.09,6.61,1.77,76.44,38.03,1
58.78,30.98,7.66,0.57,86.2,31.03,0
57.34,43.53,6.03,3.76,80.68,51.66,2
70.1,63.69,6.25,0.91,40.63,46.16,1
59.39,24.8,0.21,1.74,42.7,31.84,0
72.08,37.85,2.92,0.51,93.12,30.52,0
81.53,38.15,8.52,0.08,35.81,37.79,1
49.86,68.83,13.59,0.38,69.56,52.66,2
39.82,60.57,1.3,0.09,24.45,54.22,2
85.68,68.07,4.33,1.26,53.99,39.51,1
69.13,76.77,8.16,1.77,71.7,56.76,2
89.51,43.89,6.98,0.09,59.4,37.1,0
78.26,26.25,4.82,0.19,70.48,17.96,0
62.09,26.38,0.09,1.33,35.48,40.92,1
64.15,13.24,6.43,3.21,43.6,52.52,2
66.59,40.82,7.42,1.98,69.64,47.54,2
56.7,42.32,6.42,0.22,73.94,44.33,1
72.72,65.75,7.26,4.37,64.4,52.32,2
38.12,50.34,2.82,4.99,78.94,49.68,2
85.25,40.19,25.38,0.79,26.86,70.2,2
91.71,47.68,7.37,1.91,50.68,44.71,1
79.74,29.22,4.32,1.36,96.45,28.44,0
77.78,70.51,13.61,5.7,85.67,59.62,2
52.09,34.28,11.94,1.42,72.67,47.18,1
72.27,27.2,8.43,6.44,56.89,45.02,1
77.67,66.36,4.15,0.44,80.7,37.72,1
72.61,61.48,3.74,0.85,68.58,35.66,0
82.35,15.53,1.99,3.04,29.65,32.33,0
78.72,67.1,1.44,3.06,79.92,45.63,1
93.0,35.17,3.59,2.63,42.68,37.32,0
92.75,42.52,4.31,3.93,75.19,35.66,0
86.68,53.74,1.4,2.42,27.68,44.21,1
46.56,61.73,12.79,2.02,91.98,64.42,2
79.39,58.91,4.07,1.23,54.5,31.1,0
71.43,49.0,3.74,1.26,37.81,39.18,1
51.01,41.51,2.86,1.04,46.23,41.56,1
85.26,58.24,0.3,1.94,53.26,28.73,0
92.34,47.63,10.7,1.04,59.88,39.57,1
71.47,86.11,1.91,0.32,86.36,28.71,0
82.4,61.73,5.14,0.23,61.4,41.32,1
96.07,31.53,4.68,5.17,16.58,43.09,1
65.6,40.45,4.39,0.05,35.41,41.07,1
84.4,50.96,3.73,0.22,100.0,23.83,0
56.86,75.99,1.0,1.18,62.71,46.63,1
69.83,78.22,1.65,0.61,79.02,24.49,0
59.83,42.08,3.71,1.04,53.83,42.23,1
94.76,31.33,7.79,0.25,39.91,32.35,0
37.32,28.77,2.83,0.28,50.37,42.9,1
60.35,55.05,1.14,3.23,62.57,37.02,0
39.62,96.08,0.46,2.85,50.8,61.85,2
34.72,60.78,5.44,0.22,98.37,50.31,2
64.24,18.12,2.75,2.2,47.67,36.31,0
79.75,35.48,0.67,1.88,38.9,29.28,0
70.58,37.52,5.61,2.5,76.18,34.27,0
